dataset,column,display_name,category,role,split_type,split_value,data_type,unit,definition
picks_offense,screener_only_pass_pick_pct_vs_show,Screener - Pass-Only Pick % (vs Show),Outcome,Screener,Defensive coverage,vs Show,float,ratio 0-1,"Share of picks as the player setting the on-ball screen where the player only passed out of the action, restricted to picks where the screener's defender shows / hedges before recovering. Denominator: total picks in the split."
picks_offense,screener_no_outcome_pick_pct_vs_show,Screener - No-Outcome Pick % (vs Show),Outcome,Screener,Defensive coverage,vs Show,float,ratio 0-1,"Share of picks as the player setting the on-ball screen with no direct outcome, restricted to picks where the screener's defender shows / hedges before recovering. Denominator: total picks in the split. Note: this column is 0 for every player in this release."
picks_offense,screener_foul_pct_vs_show,Screener - Foul Drawn % (vs Show),Outcome,Screener,Defensive coverage,vs Show,float,ratio 0-1,"Share of picks as the player setting the on-ball screen where the player drew a foul, restricted to picks where the screener's defender shows / hedges before recovering. Denominator: total picks in the split."
picks_offense,screener_block_pct_vs_show,Screener - Blocked % (vs Show),Outcome,Screener,Defensive coverage,vs Show,float,ratio 0-1,"Share of picks as the player setting the on-ball screen where the player's shot was blocked, restricted to picks where the screener's defender shows / hedges before recovering. Denominator: total picks in the split."
picks_offense,screener_fg2_pct_vs_soft,Screener - 2PT% (vs Soft (Drop)),Shooting,Screener,Defensive coverage,vs Soft (Drop),float,ratio 0-1,"Two-point field goal percentage on the player's own shots out of picks as the player setting the on-ball screen, restricted to picks where the screener's defender plays a soft coverage / drop. Denominator: score_2pt + miss_2pt."
picks_offense,screener_fg3_pct_vs_soft,Screener - 3PT% (vs Soft (Drop)),Shooting,Screener,Defensive coverage,vs Soft (Drop),float,ratio 0-1,"Three-point field goal percentage on the player's own shots out of picks as the player setting the on-ball screen, restricted to picks where the screener's defender plays a soft coverage / drop. Denominator: score_3pt + miss_3pt."
picks_offense,screener_shot_rate_2pt_vs_soft,Screener - 2PT Shot Rate (vs Soft (Drop)),Shooting,Screener,Defensive coverage,vs Soft (Drop),float,ratio 0-1,"Share of the player's shots out of picks as the player setting the on-ball screen that were two-pointers, restricted to picks where the screener's defender plays a soft coverage / drop. Denominator: shot_taken."
picks_offense,screener_shot_rate_3pt_vs_soft,Screener - 3PT Shot Rate (vs Soft (Drop)),Shooting,Screener,Defensive coverage,vs Soft (Drop),float,ratio 0-1,"Share of the player's shots out of picks as the player setting the on-ball screen that were three-pointers, restricted to picks where the screener's defender plays a soft coverage / drop. Denominator: shot_taken."
picks_offense,screener_successful_pick_pct_vs_soft,Screener - Successful Pick % (vs Soft (Drop)),Efficiency,Screener,Defensive coverage,vs Soft (Drop),float,ratio 0-1,"Share of classified picks as the player setting the on-ball screen that were successful, restricted to picks where the screener's defender plays a soft coverage / drop. Denominator: successful_pick + unsuccessful_pick, i.e. picks with a success flag only."
picks_offense,screener_unsuccessful_pick_pct_vs_soft,Screener - Unsuccessful Pick % (vs Soft (Drop)),Efficiency,Screener,Defensive coverage,vs Soft (Drop),float,ratio 0-1,"Share of classified picks as the player setting the on-ball screen that were unsuccessful, restricted to picks where the screener's defender plays a soft coverage / drop. Denominator: successful_pick + unsuccessful_pick."
picks_offense,screener_assist_opportunity_pct_vs_soft,Screener - Assist Opportunity % (vs Soft (Drop)),Playmaking,Screener,Defensive coverage,vs Soft (Drop),float,ratio 0-1,"Share of picks as the player setting the on-ball screen that produced an assist opportunity, restricted to picks where the screener's defender plays a soft coverage / drop. Denominator: total picks in the split."
picks_offense,screener_assist_2pt_pct_vs_soft,Screener - Assists to 2PT % (vs Soft (Drop)),Playmaking,Screener,Defensive coverage,vs Soft (Drop),float,ratio 0-1,"Assists leading to a two-pointer per pick as the player setting the on-ball screen, restricted to picks where the screener's defender plays a soft coverage / drop. Denominator: total picks in the split, not total assists."
picks_offense,screener_assist_3pt_pct_vs_soft,Screener - Assists to 3PT % (vs Soft (Drop)),Playmaking,Screener,Defensive coverage,vs Soft (Drop),float,ratio 0-1,"Assists leading to a three-pointer per pick as the player setting the on-ball screen, restricted to picks where the screener's defender plays a soft coverage / drop. Denominator: total picks in the split, not total assists."
picks_offense,screener_shot_taken_pct_vs_soft,Screener - Shot Rate (vs Soft (Drop)),Outcome,Screener,Defensive coverage,vs Soft (Drop),float,ratio 0-1,"Share of picks as the player setting the on-ball screen that ended with a shot by the player himself, restricted to picks where the screener's defender plays a soft coverage / drop. Denominator: total picks in the split."
picks_offense,screener_only_pass_pick_pct_vs_soft,Screener - Pass-Only Pick % (vs Soft (Drop)),Outcome,Screener,Defensive coverage,vs Soft (Drop),float,ratio 0-1,"Share of picks as the player setting the on-ball screen where the player only passed out of the action, restricted to picks where the screener's defender plays a soft coverage / drop. Denominator: total picks in the split."
picks_offense,screener_no_outcome_pick_pct_vs_soft,Screener - No-Outcome Pick % (vs Soft (Drop)),Outcome,Screener,Defensive coverage,vs Soft (Drop),float,ratio 0-1,"Share of picks as the player setting the on-ball screen with no direct outcome, restricted to picks where the screener's defender plays a soft coverage / drop. Denominator: total picks in the split. Note: this column is 0 for every player in this release."
picks_offense,screener_foul_pct_vs_soft,Screener - Foul Drawn % (vs Soft (Drop)),Outcome,Screener,Defensive coverage,vs Soft (Drop),float,ratio 0-1,"Share of picks as the player setting the on-ball screen where the player drew a foul, restricted to picks where the screener's defender plays a soft coverage / drop. Denominator: total picks in the split."
picks_offense,screener_block_pct_vs_soft,Screener - Blocked % (vs Soft (Drop)),Outcome,Screener,Defensive coverage,vs Soft (Drop),float,ratio 0-1,"Share of picks as the player setting the on-ball screen where the player's shot was blocked, restricted to picks where the screener's defender plays a soft coverage / drop. Denominator: total picks in the split."
picks_offense,handler_ppp_at_middle,Ball Handler - Points Per Pick (Middle),Efficiency,Ball Handler,Court location,Middle,float,points per pick,"Points generated per pick as the ball handler using the on-ball screen, restricted to picks where the screen is set at the top / middle of the floor. Formula: points / total_picks, where points includes the player's own scoring and the points created via his assists."
picks_offense,handler_score_rate_at_middle,Ball Handler - Scoring Rate (Middle),Efficiency,Ball Handler,Court location,Middle,float,ratio 0-1,"Share of picks as the ball handler using the on-ball screen that ended with a made field goal by the player, restricted to picks where the screen is set at the top / middle of the floor. Denominator: total picks in the split."
picks_offense,handler_pick_rate_at_middle,Ball Handler - Pick Share (Middle),Volume,Ball Handler,Court location,Middle,float,ratio 0-1,"Share of the player's total picks as the ball handler using the on-ball screen that came, restricted to picks where the screen is set at the top / middle of the floor. Denominator: total_picks across all court locations."
picks_offense,handler_ppp_at_stepUp,Ball Handler - Points Per Pick (Step Up),Efficiency,Ball Handler,Court location,Step Up,float,points per pick,"Points generated per pick as the ball handler using the on-ball screen, restricted to picks where the screen is a step-up (angled screen set with the screener's back towards the sideline). Formula: points / total_picks, where points includes the player's own scoring and the points created via his assists."
picks_offense,handler_score_rate_at_stepUp,Ball Handler - Scoring Rate (Step Up),Efficiency,Ball Handler,Court location,Step Up,float,ratio 0-1,"Share of picks as the ball handler using the on-ball screen that ended with a made field goal by the player, restricted to picks where the screen is a step-up (angled screen set with the screener's back towards the sideline). Denominator: total picks in the split."
picks_offense,handler_pick_rate_at_stepUp,Ball Handler - Pick Share (Step Up),Volume,Ball Handler,Court location,Step Up,float,ratio 0-1,"Share of the player's total picks as the ball handler using the on-ball screen that came, restricted to picks where the screen is a step-up (angled screen set with the screener's back towards the sideline). Denominator: total_picks across all court locations."
picks_offense,handler_ppp_at_wing,Ball Handler - Points Per Pick (Wing),Efficiency,Ball Handler,Court location,Wing,float,points per pick,"Points generated per pick as the ball handler using the on-ball screen, restricted to picks where the screen is set on the wing / side of the floor. Formula: points / total_picks, where points includes the player's own scoring and the points created via his assists."
picks_offense,handler_score_rate_at_wing,Ball Handler - Scoring Rate (Wing),Efficiency,Ball Handler,Court location,Wing,float,ratio 0-1,"Share of picks as the ball handler using the on-ball screen that ended with a made field goal by the player, restricted to picks where the screen is set on the wing / side of the floor. Denominator: total picks in the split."
picks_offense,handler_pick_rate_at_wing,Ball Handler - Pick Share (Wing),Volume,Ball Handler,Court location,Wing,float,ratio 0-1,"Share of the player's total picks as the ball handler using the on-ball screen that came, restricted to picks where the screen is set on the wing / side of the floor. Denominator: total_picks across all court locations."
picks_offense,screener_ppp_at_middle,Screener - Points Per Pick (Middle),Efficiency,Screener,Court location,Middle,float,points per pick,"Points generated per pick as the player setting the on-ball screen, restricted to picks where the screen is set at the top / middle of the floor. Formula: points / total_picks, where points includes the player's own scoring and the points created via his assists."
picks_offense,screener_score_rate_at_middle,Screener - Scoring Rate (Middle),Efficiency,Screener,Court location,Middle,float,ratio 0-1,"Share of picks as the player setting the on-ball screen that ended with a made field goal by the player, restricted to picks where the screen is set at the top / middle of the floor. Denominator: total picks in the split."
picks_offense,screener_pick_rate_at_middle,Screener - Pick Share (Middle),Volume,Screener,Court location,Middle,float,ratio 0-1,"Share of the player's total picks as the player setting the on-ball screen that came, restricted to picks where the screen is set at the top / middle of the floor. Denominator: total_picks across all court locations."
picks_offense,screener_ppp_at_stepUp,Screener - Points Per Pick (Step Up),Efficiency,Screener,Court location,Step Up,float,points per pick,"Points generated per pick as the player setting the on-ball screen, restricted to picks where the screen is a step-up (angled screen set with the screener's back towards the sideline). Formula: points / total_picks, where points includes the player's own scoring and the points created via his assists."
picks_offense,screener_score_rate_at_stepUp,Screener - Scoring Rate (Step Up),Efficiency,Screener,Court location,Step Up,float,ratio 0-1,"Share of picks as the player setting the on-ball screen that ended with a made field goal by the player, restricted to picks where the screen is a step-up (angled screen set with the screener's back towards the sideline). Denominator: total picks in the split."
picks_offense,screener_pick_rate_at_stepUp,Screener - Pick Share (Step Up),Volume,Screener,Court location,Step Up,float,ratio 0-1,"Share of the player's total picks as the player setting the on-ball screen that came, restricted to picks where the screen is a step-up (angled screen set with the screener's back towards the sideline). Denominator: total_picks across all court locations."
picks_offense,screener_ppp_at_wing,Screener - Points Per Pick (Wing),Efficiency,Screener,Court location,Wing,float,points per pick,"Points generated per pick as the player setting the on-ball screen, restricted to picks where the screen is set on the wing / side of the floor. Formula: points / total_picks, where points includes the player's own scoring and the points created via his assists."
picks_offense,screener_score_rate_at_wing,Screener - Scoring Rate (Wing),Efficiency,Screener,Court location,Wing,float,ratio 0-1,"Share of picks as the player setting the on-ball screen that ended with a made field goal by the player, restricted to picks where the screen is set on the wing / side of the floor. Denominator: total picks in the split."
picks_offense,screener_pick_rate_at_wing,Screener - Pick Share (Wing),Volume,Screener,Court location,Wing,float,ratio 0-1,"Share of the player's total picks as the player setting the on-ball screen that came, restricted to picks where the screen is set on the wing / side of the floor. Denominator: total_picks across all court locations."
picks_offense,handler_points_per_shot_in_pick,Ball Handler - Points Per Shot in Picks,Efficiency,Ball Handler,,,float,points per shot,True-shooting style efficiency on the player's own shots out of picks as the ball handler using the on-ball screen. Formula: (field_points_in_pick + ft_mades_in_pick) / (fga_in_pick + 0.44 * ft_attempts_in_pick).
picks_offense,screener_points_per_shot_in_pick,Screener - Points Per Shot in Picks,Efficiency,Screener,,,float,points per shot,True-shooting style efficiency on the player's own shots out of picks as the player setting the on-ball screen. Formula: (field_points_in_pick + ft_mades_in_pick) / (fga_in_pick + 0.44 * ft_attempts_in_pick).
picks_offense,player_name,Player Name,Identifier,,,,string,,Player display name.
picks_offense,team_name,Team Name,Identifier,,,,string,,Team the player is attached to for this season aggregate. For traded players this is the team of the last spell.
picks_offense,meta_team_id,Team ID,Identifier,,,,integer,,SkillCorner unique team identifier.
picks_offense,appearances,Appearances,Playing Time,,,,integer,games,Number of games the player appeared in during the season.
picks_offense,is_traded,Is Traded,Identifier,,,,boolean,,True if the player played for more than one team during the season; the row still aggregates all of his season events.
shots_offense,league,League,Identifier,,,,string,,Competition the aggregate belongs to (SPAIN = Liga ACB).
shots_offense,season,Season,Identifier,,,,string,,"Season the aggregate belongs to, in YYYY-YYYY format."
shots_offense,player_id,Player ID,Identifier,,,,integer,,SkillCorner unique player identifier. Primary key of the file and join key between the picks and shots datasets.
shots_offense,games_played,Games Played,Playing Time,,,,integer,games,Number of games in which the player recorded at least one tracked event in this dataset.
shots_offense,attempts,Attempts,Volume,,,,integer,shots,Field goal attempts.
shots_offense,mades,Made,Volume,,,,integer,shots,Made field goals.
shots_offense,total_points,Total Points,Scoring,,,,integer,points,Total points scored from field goals and free throws over the season. Verified: 2 * two_mades + 3 * three_mades + ft_mades.
shots_offense,three_attempts,3PT Attempts,Volume,,,,integer,shots,Three-point attempts.
shots_offense,three_mades,3PT Made,Volume,,,,integer,shots,Made three-pointers.
shots_offense,two_attempts,2PT Attempts,Volume,,,,integer,shots,Two-point attempts.
shots_offense,two_mades,2PT Made,Volume,,,,integer,shots,Made two-pointers.
shots_offense,assisted_shots,Assisted Shots,Shot Creation,,,,integer,shots,Made field goals that were assisted by a teammate.
shots_offense,fouled_on_shot,Fouled on Shot,Free Throws,,,,integer,events,Shot attempts on which the player was fouled.
shots_offense,blocked_shots,Shots Blocked,Outcome,,,,integer,shots,Shot attempts by the player that were blocked.
shots_offense,avg_shot_distance,Average Shot Distance,Shot Profile,,,,float,metres,Average distance from the basket of the player's field goal attempts.
shots_offense,fg_percentage,FG%,Efficiency,,,,float,ratio 0-1,Field goal percentage (made / attempted) on shots.
shots_offense,two_pt_percentage,2PT%,Efficiency,,,,float,ratio 0-1,Two-point field goal percentage.
shots_offense,three_pt_percentage,3PT%,Efficiency,,,,float,ratio 0-1,Three-point field goal percentage.
shots_offense,efg_percentage,eFG%,Efficiency,,,,float,ratio 0-1,"Effective field goal percentage on shots. Formula: (mades + 0.5 * three_mades) / attempts, which weights threes by their extra value."
shots_offense,points_per_shot,Points Per Shot,Efficiency,,,,float,points per shot,True-shooting style efficiency on shots. Formula: (points + free throws made) / (FGA + 0.44 * FTA) within the split; for splits without free throw columns it reduces to points / attempts.
shots_offense,three_pa_rate,3PA Rate,Shot Profile,,,,float,ratio 0-1,Share of the player's field goal attempts taken from three. Formula: three_attempts / attempts.
shots_offense,ft_attempts,FT Attempts,Free Throws,,,,integer,shots,Free throw attempts.
shots_offense,ft_mades,FT Made,Free Throws,,,,integer,shots,Free throws made.
shots_offense,ft_percentage,FT%,Free Throws,,,,float,ratio 0-1,Free throw percentage.
shots_offense,fouled_fga,Fouled FGA,Free Throws,,,,integer,shots,Field goal attempts on which the player was fouled (and-one attempts and shooting fouls).
shots_offense,fouled_fg_made,Fouled FG Made,Free Throws,,,,integer,shots,Made field goals on which the player was also fouled (and-ones).
shots_offense,fg_pct_on_fouled_fga,FG% on Fouled FGA,Efficiency,,,,float,ratio 0-1,Field goal percentage on attempts where the player was fouled.
shots_offense,cns_attempts,Catch & Shoot - Attempts,Volume,,Shot creation,Catch & Shoot,integer,shots,Field goal attempts taken off the catch (no dribble before the shot).
shots_offense,cns_mades,Catch & Shoot - Made,Volume,,Shot creation,Catch & Shoot,integer,shots,Made field goals taken off the catch (no dribble before the shot).
shots_offense,cns_points,Catch & Shoot - Points,Scoring,,Shot creation,Catch & Shoot,integer,points,Points scored from field goals taken off the catch (no dribble before the shot).
shots_offense,cns_three_attempts,Catch & Shoot - 3PT Attempts,Volume,,Shot creation,Catch & Shoot,integer,shots,Three-point attempts taken off the catch (no dribble before the shot).
shots_offense,cns_three_mades,Catch & Shoot - 3PT Made,Volume,,Shot creation,Catch & Shoot,integer,shots,Made three-pointers taken off the catch (no dribble before the shot).
shots_offense,cns_two_attempts,Catch & Shoot - 2PT Attempts,Volume,,Shot creation,Catch & Shoot,integer,shots,Two-point attempts taken off the catch (no dribble before the shot).
shots_offense,cns_two_mades,Catch & Shoot - 2PT Made,Volume,,Shot creation,Catch & Shoot,integer,shots,Made two-pointers taken off the catch (no dribble before the shot).
shots_offense,cns_fg_percentage,Catch & Shoot - FG%,Efficiency,,Shot creation,Catch & Shoot,float,ratio 0-1,Field goal percentage (made / attempted) on shots taken off the catch (no dribble before the shot).
shots_offense,cns_efg_percentage,Catch & Shoot - eFG%,Efficiency,,Shot creation,Catch & Shoot,float,ratio 0-1,"Effective field goal percentage on shots taken off the catch (no dribble before the shot). Formula: (mades + 0.5 * three_mades) / attempts, which weights threes by their extra value."
shots_offense,cns_ft_attempts,Catch & Shoot - FT Attempts,Free Throws,,Shot creation,Catch & Shoot,integer,shots,Free throw attempts taken off the catch (no dribble before the shot).
shots_offense,cns_ft_mades,Catch & Shoot - FT Made,Free Throws,,Shot creation,Catch & Shoot,integer,shots,Free throws made taken off the catch (no dribble before the shot).
shots_offense,cns_points_per_shot,Catch & Shoot - Points Per Shot,Efficiency,,Shot creation,Catch & Shoot,float,points per shot,True-shooting style efficiency on shots taken off the catch (no dribble before the shot). Formula: (points + free throws made) / (FGA + 0.44 * FTA) within the split; for splits without free throw columns it reduces to points / attempts.
shots_offense,cns_attempt_rate,Catch & Shoot - Attempt Share,Shot Profile,,Shot creation,Catch & Shoot,float,ratio 0-1,Share of the player's field goal attempts taken off the catch (no dribble before the shot). Denominator: catch-and-shoot plus off-the-dribble attempts only (shots without a creation label are excluded).
shots_offense,od_attempts,Off the Dribble - Attempts,Volume,,Shot creation,Off the Dribble,integer,shots,Field goal attempts taken off the dribble.
shots_offense,od_mades,Off the Dribble - Made,Volume,,Shot creation,Off the Dribble,integer,shots,Made field goals taken off the dribble.
shots_offense,od_points,Off the Dribble - Points,Scoring,,Shot creation,Off the Dribble,integer,points,Points scored from field goals taken off the dribble.
shots_offense,od_three_attempts,Off the Dribble - 3PT Attempts,Volume,,Shot creation,Off the Dribble,integer,shots,Three-point attempts taken off the dribble.
shots_offense,od_three_mades,Off the Dribble - 3PT Made,Volume,,Shot creation,Off the Dribble,integer,shots,Made three-pointers taken off the dribble.
shots_offense,od_two_attempts,Off the Dribble - 2PT Attempts,Volume,,Shot creation,Off the Dribble,integer,shots,Two-point attempts taken off the dribble.
shots_offense,od_two_mades,Off the Dribble - 2PT Made,Volume,,Shot creation,Off the Dribble,integer,shots,Made two-pointers taken off the dribble.
shots_offense,od_fg_percentage,Off the Dribble - FG%,Efficiency,,Shot creation,Off the Dribble,float,ratio 0-1,Field goal percentage (made / attempted) on shots taken off the dribble.
shots_offense,od_efg_percentage,Off the Dribble - eFG%,Efficiency,,Shot creation,Off the Dribble,float,ratio 0-1,"Effective field goal percentage on shots taken off the dribble. Formula: (mades + 0.5 * three_mades) / attempts, which weights threes by their extra value."
shots_offense,od_ft_attempts,Off the Dribble - FT Attempts,Free Throws,,Shot creation,Off the Dribble,integer,shots,Free throw attempts taken off the dribble.
shots_offense,od_ft_mades,Off the Dribble - FT Made,Free Throws,,Shot creation,Off the Dribble,integer,shots,Free throws made taken off the dribble.
shots_offense,od_points_per_shot,Off the Dribble - Points Per Shot,Efficiency,,Shot creation,Off the Dribble,float,points per shot,True-shooting style efficiency on shots taken off the dribble. Formula: (points + free throws made) / (FGA + 0.44 * FTA) within the split; for splits without free throw columns it reduces to points / attempts.
shots_offense,od_attempt_rate,Off the Dribble - Attempt Share,Shot Profile,,Shot creation,Off the Dribble,float,ratio 0-1,Share of the player's field goal attempts taken off the dribble. Denominator: catch-and-shoot plus off-the-dribble attempts only (shots without a creation label are excluded).
shots_offense,contested_attempts,Contested - Attempts,Volume,,Contest,Contested,integer,shots,"Field goal attempts taken with a defender contesting (tracking-based contest level average, plus or blocked)."
shots_offense,contested_mades,Contested - Made,Volume,,Contest,Contested,integer,shots,"Made field goals taken with a defender contesting (tracking-based contest level average, plus or blocked)."
shots_offense,contested_points,Contested - Points,Scoring,,Contest,Contested,integer,points,"Points scored from field goals taken with a defender contesting (tracking-based contest level average, plus or blocked)."
shots_offense,contested_three_attempts,Contested - 3PT Attempts,Volume,,Contest,Contested,integer,shots,"Three-point attempts taken with a defender contesting (tracking-based contest level average, plus or blocked)."
shots_offense,contested_three_mades,Contested - 3PT Made,Volume,,Contest,Contested,integer,shots,"Made three-pointers taken with a defender contesting (tracking-based contest level average, plus or blocked)."
shots_offense,contested_two_attempts,Contested - 2PT Attempts,Volume,,Contest,Contested,integer,shots,"Two-point attempts taken with a defender contesting (tracking-based contest level average, plus or blocked)."
shots_offense,contested_two_mades,Contested - 2PT Made,Volume,,Contest,Contested,integer,shots,"Made two-pointers taken with a defender contesting (tracking-based contest level average, plus or blocked)."
shots_offense,contested_fg_percentage,Contested - FG%,Efficiency,,Contest,Contested,float,ratio 0-1,"Field goal percentage (made / attempted) on shots taken with a defender contesting (tracking-based contest level average, plus or blocked)."
shots_offense,contested_two_fg_percentage,Contested - 2PT%,Efficiency,,Contest,Contested,float,ratio 0-1,"Two-point field goal percentage on shots taken with a defender contesting (tracking-based contest level average, plus or blocked)."
shots_offense,contested_three_fg_percentage,Contested - 3PT%,Efficiency,,Contest,Contested,float,ratio 0-1,"Three-point field goal percentage on shots taken with a defender contesting (tracking-based contest level average, plus or blocked)."
shots_offense,contested_efg_percentage,Contested - eFG%,Efficiency,,Contest,Contested,float,ratio 0-1,"Effective field goal percentage on shots taken with a defender contesting (tracking-based contest level average, plus or blocked). Formula: (mades + 0.5 * three_mades) / attempts, which weights threes by their extra value."
shots_offense,contested_ft_attempts,Contested - FT Attempts,Free Throws,,Contest,Contested,integer,shots,"Free throw attempts taken with a defender contesting (tracking-based contest level average, plus or blocked)."
shots_offense,contested_ft_mades,Contested - FT Made,Free Throws,,Contest,Contested,integer,shots,"Free throws made taken with a defender contesting (tracking-based contest level average, plus or blocked)."
shots_offense,contested_points_per_shot,Contested - Points Per Shot,Efficiency,,Contest,Contested,float,points per shot,"True-shooting style efficiency on shots taken with a defender contesting (tracking-based contest level average, plus or blocked). Formula: (points + free throws made) / (FGA + 0.44 * FTA) within the split; for splits without free throw columns it reduces to points / attempts."
shots_offense,contested_attempt_rate,Contested - Attempt Share,Shot Profile,,Contest,Contested,float,ratio 0-1,"Share of the player's field goal attempts taken with a defender contesting (tracking-based contest level average, plus or blocked). Denominator: contested plus uncontested attempts only (shots without a contest label are excluded)."
shots_offense,uncontested_attempts,Uncontested - Attempts,Volume,,Contest,Uncontested,integer,shots,Field goal attempts taken with no meaningful contest (contest level open or light).
shots_offense,uncontested_mades,Uncontested - Made,Volume,,Contest,Uncontested,integer,shots,Made field goals taken with no meaningful contest (contest level open or light).
shots_offense,uncontested_points,Uncontested - Points,Scoring,,Contest,Uncontested,integer,points,Points scored from field goals taken with no meaningful contest (contest level open or light).
shots_offense,uncontested_three_attempts,Uncontested - 3PT Attempts,Volume,,Contest,Uncontested,integer,shots,Three-point attempts taken with no meaningful contest (contest level open or light).
shots_offense,uncontested_three_mades,Uncontested - 3PT Made,Volume,,Contest,Uncontested,integer,shots,Made three-pointers taken with no meaningful contest (contest level open or light).
shots_offense,uncontested_two_attempts,Uncontested - 2PT Attempts,Volume,,Contest,Uncontested,integer,shots,Two-point attempts taken with no meaningful contest (contest level open or light).
shots_offense,uncontested_two_mades,Uncontested - 2PT Made,Volume,,Contest,Uncontested,integer,shots,Made two-pointers taken with no meaningful contest (contest level open or light).
shots_offense,uncontested_fg_percentage,Uncontested - FG%,Efficiency,,Contest,Uncontested,float,ratio 0-1,Field goal percentage (made / attempted) on shots taken with no meaningful contest (contest level open or light).
shots_offense,uncontested_two_fg_percentage,Uncontested - 2PT%,Efficiency,,Contest,Uncontested,float,ratio 0-1,Two-point field goal percentage on shots taken with no meaningful contest (contest level open or light).
shots_offense,uncontested_three_fg_percentage,Uncontested - 3PT%,Efficiency,,Contest,Uncontested,float,ratio 0-1,Three-point field goal percentage on shots taken with no meaningful contest (contest level open or light).
shots_offense,uncontested_efg_percentage,Uncontested - eFG%,Efficiency,,Contest,Uncontested,float,ratio 0-1,"Effective field goal percentage on shots taken with no meaningful contest (contest level open or light). Formula: (mades + 0.5 * three_mades) / attempts, which weights threes by their extra value."
shots_offense,uncontested_ft_attempts,Uncontested - FT Attempts,Free Throws,,Contest,Uncontested,integer,shots,Free throw attempts taken with no meaningful contest (contest level open or light).
shots_offense,uncontested_ft_mades,Uncontested - FT Made,Free Throws,,Contest,Uncontested,integer,shots,Free throws made taken with no meaningful contest (contest level open or light).
shots_offense,uncontested_points_per_shot,Uncontested - Points Per Shot,Efficiency,,Contest,Uncontested,float,points per shot,True-shooting style efficiency on shots taken with no meaningful contest (contest level open or light). Formula: (points + free throws made) / (FGA + 0.44 * FTA) within the split; for splits without free throw columns it reduces to points / attempts.
shots_offense,uncontested_attempt_rate,Uncontested - Attempt Share,Shot Profile,,Contest,Uncontested,float,ratio 0-1,Share of the player's field goal attempts taken with no meaningful contest (contest level open or light). Denominator: contested plus uncontested attempts only (shots without a contest label are excluded).
shots_offense,rim_attempts,At the Rim - Attempts,Volume,,Shot zone,At the Rim,integer,shots,Field goal attempts taken at the rim (restricted area).
shots_offense,rim_mades,At the Rim - Made,Volume,,Shot zone,At the Rim,integer,shots,Made field goals taken at the rim (restricted area).
shots_offense,rim_fg_percentage,At the Rim - FG%,Efficiency,,Shot zone,At the Rim,float,ratio 0-1,Field goal percentage (made / attempted) on shots taken at the rim (restricted area).
shots_offense,rim_attempt_rate,At the Rim - Attempt Share,Shot Profile,,Shot zone,At the Rim,float,ratio 0-1,Share of the player's field goal attempts taken at the rim (restricted area). Denominator: all field goal attempts by the player.
shots_offense,short_midrange_paint_attempts,Short Mid-Range / Paint - Attempts,Volume,,Shot zone,Short Mid-Range / Paint,integer,shots,Field goal attempts taken in the paint outside the restricted area.
shots_offense,short_midrange_paint_mades,Short Mid-Range / Paint - Made,Volume,,Shot zone,Short Mid-Range / Paint,integer,shots,Made field goals taken in the paint outside the restricted area.
shots_offense,short_midrange_paint_fg_percentage,Short Mid-Range / Paint - FG%,Efficiency,,Shot zone,Short Mid-Range / Paint,float,ratio 0-1,Field goal percentage (made / attempted) on shots taken in the paint outside the restricted area.
shots_offense,short_midrange_paint_attempt_rate,Short Mid-Range / Paint - Attempt Share,Shot Profile,,Shot zone,Short Mid-Range / Paint,float,ratio 0-1,Share of the player's field goal attempts taken in the paint outside the restricted area. Denominator: all field goal attempts by the player.
shots_offense,long_midrange_attempts,Long Mid-Range - Attempts,Volume,,Shot zone,Long Mid-Range,integer,shots,"Field goal attempts taken from the long mid-range (outside the paint, inside the arc)."
shots_offense,long_midrange_mades,Long Mid-Range - Made,Volume,,Shot zone,Long Mid-Range,integer,shots,"Made field goals taken from the long mid-range (outside the paint, inside the arc)."
shots_offense,long_midrange_fg_percentage,Long Mid-Range - FG%,Efficiency,,Shot zone,Long Mid-Range,float,ratio 0-1,"Field goal percentage (made / attempted) on shots taken from the long mid-range (outside the paint, inside the arc)."
shots_offense,long_midrange_attempt_rate,Long Mid-Range - Attempt Share,Shot Profile,,Shot zone,Long Mid-Range,float,ratio 0-1,"Share of the player's field goal attempts taken from the long mid-range (outside the paint, inside the arc). Denominator: all field goal attempts by the player."
shots_offense,zone_three_attempts,Three-Point Zone - Attempts,Volume,,Shot zone,Three-Point Zone,integer,shots,Field goal attempts taken from three-point range (corner and above the break combined).
shots_offense,zone_three_mades,Three-Point Zone - Made,Volume,,Shot zone,Three-Point Zone,integer,shots,Made field goals taken from three-point range (corner and above the break combined).
shots_offense,zone_three_fg_percentage,Three-Point Zone - FG%,Efficiency,,Shot zone,Three-Point Zone,float,ratio 0-1,Field goal percentage (made / attempted) on shots taken from three-point range (corner and above the break combined).
shots_offense,zone_three_attempt_rate,Three-Point Zone - Attempt Share,Shot Profile,,Shot zone,Three-Point Zone,float,ratio 0-1,Share of the player's field goal attempts taken from three-point range (corner and above the break combined). Denominator: all field goal attempts by the player.
shots_offense,attempts_Restricted_Area,Restricted Area - Attempts,Volume,,Shot zone (NBA convention),Restricted Area,integer,shots,Field goal attempts taken in the restricted area under the basket.
shots_offense,mades_Restricted_Area,Restricted Area - Made,Volume,,Shot zone (NBA convention),Restricted Area,integer,shots,Made field goals taken in the restricted area under the basket.
